episode_hash,operator,lab,num_frames,task,task_description,scene,objects,is_deleted,embodiment,is_eval,eval_score,eval_success,zarr_processed_path,zarr_processing_error,zarr_mp4_path,license,segments,created_at,updated_at,rig_name,outcome
2026-03-28-17-49-39-014000,Baoyu,rl2,665.0,cup_on_saucer_success_1,"pick up cup with one arm, hand it over to the other arm and place it on the saucer",white_wall,"{""white ceramic cup"",""yellow saucer""}",False,eva_bimanual,False,-1.0,True,s3://rldb/processed_v3/eva/2026-03-28-17-49-39-014000.zarr,,s3://rldb/processed_v3/eva/2026-03-28-17-49-39-014000.mp4,,,2026-03-28 17:49:39.014000+00:00,2026-07-31 21:45:36.954967+00:00,eva,success
2026-03-04-18-32-33-630000,__zQ0kS-xjtwKdGt,rl2,613.0,cup_on_saucer_failure,"pick up cup with one arm, hand it over to the other arm and place it on the saucer",white_wall,"{""white ceramic cup"",""green square saucer""}",False,eva_bimanual,False,-1.0,True,s3://rldb/processed_v3/eva/2026-03-04-18-32-33-630000.zarr,,s3://rldb/processed_v3/eva/2026-03-04-18-32-33-630000.mp4,CC BY-SA 4.0,,2026-03-04 18:32:33.630000+00:00,2026-07-31 21:45:36.954967+00:00,eva,failure
2026-03-28-01-06-36-307000,Baoyu,rl2,593.0,cup_on_saucer_success_1,"pick up cup with one arm, hand it over to the other arm and place it on the saucer",white_wall,"{""white cup"",""white saucer""}",False,eva_bimanual,False,-1.0,True,s3://rldb/processed_v3/eva/2026-03-28-01-06-36-307000.zarr,,s3://rldb/processed_v3/eva/2026-03-28-01-06-36-307000.mp4,,,2026-03-28 01:06:36.307000+00:00,2026-07-31 21:45:36.954967+00:00,eva,success
2026-03-27-22-33-09-391000,Baoyu,rl2,491.0,cup_on_saucer_success_1,"pick up cup with one arm, hand it over to the other arm and place it on the saucer",white_wall,"{""white cup"",""green square saucer""}",False,eva_bimanual,False,-1.0,True,s3://rldb/processed_v3/eva/2026-03-27-22-33-09-391000.zarr,,s3://rldb/processed_v3/eva/2026-03-27-22-33-09-391000.mp4,,,2026-03-27 22:33:09.391000+00:00,2026-07-31 21:45:36.954967+00:00,eva,success
2026-03-28-20-02-12-323000,Xinchen,rl2,574.0,cup_on_saucer_success_1,"pick up cup with one arm, hand it over to the other arm and place it on the saucer",white_wall,"{""pink cup"",""green square saucer""}",False,eva_bimanual,False,-1.0,True,s3://rldb/processed_v3/eva/2026-03-28-20-02-12-323000.zarr,,s3://rldb/processed_v3/eva/2026-03-28-20-02-12-323000.mp4,,,2026-03-28 20:02:12.323000+00:00,2026-07-31 21:45:36.954967+00:00,eva,success
2026-03-28-00-56-38-316000,Baoyu,rl2,518.0,cup_on_saucer_success_1,"pick up cup with one arm, hand it over to the other arm and place it on the saucer",white_wall,"{""white cup"",""white saucer""}",False,eva_bimanual,False,-1.0,True,s3://rldb/processed_v3/eva/2026-03-28-00-56-38-316000.zarr,,s3://rldb/processed_v3/eva/2026-03-28-00-56-38-316000.mp4,,,2026-03-28 00:56:38.316000+00:00,2026-07-31 21:45:36.954967+00:00,eva,success
2026-03-28-21-43-44-085000,Baoyu,rl2,472.0,cup_on_saucer_success_1,"pick up cup with one arm, hand it over to the other arm and place it on the saucer",white_wall,"{""pink cup"",""white saucer""}",False,eva_bimanual,False,-1.0,True,s3://rldb/processed_v3/eva/2026-03-28-21-43-44-085000.zarr,,s3://rldb/processed_v3/eva/2026-03-28-21-43-44-085000.mp4,,,2026-03-28 21:43:44.085000+00:00,2026-07-31 21:45:36.954967+00:00,eva,success
2026-03-28-00-11-35-583000,Xinchen,rl2,585.0,cup_on_saucer_success_1,"pick up cup with one arm, hand it over to the other arm and place it on the saucer",white_wall,"{""white cup"",""yellow saucer""}",False,eva_bimanual,False,-1.0,True,s3://rldb/processed_v3/eva/2026-03-28-00-11-35-583000.zarr,,s3://rldb/processed_v3/eva/2026-03-28-00-11-35-583000.mp4,,,2026-03-28 00:11:35.583000+00:00,2026-07-31 21:45:36.954967+00:00,eva,success
2026-03-27-23-08-02-450000,Baoyu,rl2,649.0,cup_on_saucer_success_1,"pick up cup with one arm, hand it over to the other arm and place it on the saucer",white_wall,"{""white cup"",""green square saucer""}",False,eva_bimanual,False,-1.0,True,s3://rldb/processed_v3/eva/2026-03-27-23-08-02-450000.zarr,,s3://rldb/processed_v3/eva/2026-03-27-23-08-02-450000.mp4,,,2026-03-27 23:08:02.450000+00:00,2026-07-31 21:45:36.954967+00:00,eva,success
2026-03-28-00-57-41-394000,Baoyu,rl2,564.0,cup_on_saucer_success_1,"pick up cup with one arm, hand it over to the other arm and place it on the saucer",white_wall,"{""white cup"",""white saucer""}",False,eva_bimanual,False,-1.0,True,s3://rldb/processed_v3/eva/2026-03-28-00-57-41-394000.zarr,,s3://rldb/processed_v3/eva/2026-03-28-00-57-41-394000.mp4,,,2026-03-28 00:57:41.394000+00:00,2026-07-31 21:45:36.954967+00:00,eva,success
2026-03-28-21-33-52-514000,Baoyu,rl2,553.0,cup_on_saucer_success_1,"pick up cup with one arm, hand it over to the other arm and place it on the saucer",white_wall,"{""pink cup"",""white saucer""}",False,eva_bimanual,False,-1.0,True,s3://rldb/processed_v3/eva/2026-03-28-21-33-52-514000.zarr,,s3://rldb/processed_v3/eva/2026-03-28-21-33-52-514000.mp4,,,2026-03-28 21:33:52.514000+00:00,2026-07-31 21:45:36.954967+00:00,eva,success
2026-03-28-20-17-00-018000,Xinchen,rl2,596.0,cup_on_saucer_success_1,"pick up cup with one arm, hand it over to the other arm and place it on the saucer",white_wall,"{""pink cup"",""green square saucer""}",False,eva_bimanual,False,-1.0,True,s3://rldb/processed_v3/eva/2026-03-28-20-17-00-018000.zarr,,s3://rldb/processed_v3/eva/2026-03-28-20-17-00-018000.mp4,,,2026-03-28 20:17:00.018000+00:00,2026-07-31 21:45:36.954967+00:00,eva,success
2026-03-28-17-59-06-097000,Baoyu,rl2,497.0,cup_on_saucer_success_1,"pick up cup with one arm, hand it over to the other arm and place it on the saucer",white_wall,"{""white ceramic cup"",""yellow saucer""}",False,eva_bimanual,False,-1.0,True,s3://rldb/processed_v3/eva/2026-03-28-17-59-06-097000.zarr,,s3://rldb/processed_v3/eva/2026-03-28-17-59-06-097000.mp4,,,2026-03-28 17:59:06.097000+00:00,2026-07-31 21:45:36.954967+00:00,eva,success
2026-03-28-18-10-24-045000,Baoyu,rl2,453.0,cup_on_saucer_success_1,"pick up cup with one arm, hand it over to the other arm and place it on the saucer",white_wall,"{""white ceramic cup"",""yellow saucer""}",False,eva_bimanual,False,-1.0,True,s3://rldb/processed_v3/eva/2026-03-28-18-10-24-045000.zarr,,s3://rldb/processed_v3/eva/2026-03-28-18-10-24-045000.mp4,,,2026-03-28 18:10:24.045000+00:00,2026-07-31 21:45:36.954967+00:00,eva,success
2026-03-28-20-13-47-047000,Xinchen,rl2,538.0,cup_on_saucer_success_1,"pick up cup with one arm, hand it over to the other arm and place it on the saucer",white_wall,"{""pink cup"",""green square saucer""}",False,eva_bimanual,False,-1.0,True,s3://rldb/processed_v3/eva/2026-03-28-20-13-47-047000.zarr,,s3://rldb/processed_v3/eva/2026-03-28-20-13-47-047000.mp4,,,2026-03-28 20:13:47.047000+00:00,2026-07-31 21:45:36.954967+00:00,eva,success
2026-03-28-22-19-54-712000,Baoyu,rl2,447.0,cup_on_saucer_success_1,"pick up cup with one arm, hand it over to the other arm and place it on the saucer",white_wall,"{""pink cup"",""yellow saucer""}",False,eva_bimanual,False,-1.0,True,s3://rldb/processed_v3/eva/2026-03-28-22-19-54-712000.zarr,,s3://rldb/processed_v3/eva/2026-03-28-22-19-54-712000.mp4,,,2026-03-28 22:19:54.712000+00:00,2026-07-31 21:45:36.954967+00:00,eva,success
2026-03-28-19-49-52-786000,Xinchen,rl2,162.0,cup_on_saucer_failure_1,"pick up cup with one arm, hand it over to the other arm and place it on the saucer",white_wall,"{""pink cup"",""green square saucer""}",False,eva_bimanual,False,-1.0,True,s3://rldb/processed_v3/eva/2026-03-28-19-49-52-786000.zarr,,s3://rldb/processed_v3/eva/2026-03-28-19-49-52-786000.mp4,,,2026-03-28 19:49:52.786000+00:00,2026-07-31 21:45:36.954967+00:00,eva,failure
2026-03-28-21-44-49-794000,Baoyu,rl2,563.0,cup_on_saucer_success_1,"pick up cup with one arm, hand it over to the other arm and place it on the saucer",white_wall,"{""pink cup"",""white saucer""}",False,eva_bimanual,False,-1.0,True,s3://rldb/processed_v3/eva/2026-03-28-21-44-49-794000.zarr,,s3://rldb/processed_v3/eva/2026-03-28-21-44-49-794000.mp4,,,2026-03-28 21:44:49.794000+00:00,2026-07-31 21:45:36.954967+00:00,eva,success
2026-03-04-22-39-54-792000,pB5ssSy__hBrm6wJ,rl2,745.0,cup_on_saucer_success,"pick up cup with one arm, hand it over to the other arm and place it on the saucer",white_wall,"{""pink cup"",""green saucer""}",False,eva_bimanual,False,-1.0,True,s3://rldb/processed_v3/eva/2026-03-04-22-39-54-792000.zarr,,s3://rldb/processed_v3/eva/2026-03-04-22-39-54-792000.mp4,CC BY-SA 4.0,,2026-03-04 22:39:54.792000+00:00,2026-07-31 21:45:36.954967+00:00,eva,success
2026-03-28-01-27-33-938000,Xinchen,rl2,479.0,cup_on_saucer_failure_1,"pick up cup with one arm, hand it over to the other arm and place it on the saucer",white_wall,"{""white ceramic cup"",""white saucer""}",False,eva_bimanual,False,-1.0,True,s3://rldb/processed_v3/eva/2026-03-28-01-27-33-938000.zarr,,s3://rldb/processed_v3/eva/2026-03-28-01-27-33-938000.mp4,,,2026-03-28 01:27:33.938000+00:00,2026-07-31 21:45:36.954967+00:00,eva,failure
2026-03-28-19-30-50-032000,Baoyu,rl2,537.0,cup_on_saucer_success_1,"pick up cup with one arm, hand it over to the other arm and place it on the saucer",white_wall,"{""white ceramic cup"",""green square saucer""}",False,eva_bimanual,False,-1.0,True,s3://rldb/processed_v3/eva/2026-03-28-19-30-50-032000.zarr,,s3://rldb/processed_v3/eva/2026-03-28-19-30-50-032000.mp4,,,2026-03-28 19:30:50.032000+00:00,2026-07-31 21:45:36.954967+00:00,eva,success
2026-03-28-21-51-46-535000,Baoyu,rl2,544.0,cup_on_saucer_success_1,"pick up cup with one arm, hand it over to the other arm and place it on the saucer",white_wall,"{""pink cup"",""white saucer""}",False,eva_bimanual,False,-1.0,True,s3://rldb/processed_v3/eva/2026-03-28-21-51-46-535000.zarr,,s3://rldb/processed_v3/eva/2026-03-28-21-51-46-535000.mp4,,,2026-03-28 21:51:46.535000+00:00,2026-07-31 21:45:36.954967+00:00,eva,success
2026-03-28-00-06-10-146000,Xinchen,rl2,570.0,cup_on_saucer_success_1,"pick up cup with one arm, hand it over to the other arm and place it on the saucer",white_wall,"{""white cup"",""yellow saucer""}",False,eva_bimanual,False,-1.0,True,s3://rldb/processed_v3/eva/2026-03-28-00-06-10-146000.zarr,,s3://rldb/processed_v3/eva/2026-03-28-00-06-10-146000.mp4,,,2026-03-28 00:06:10.146000+00:00,2026-07-31 21:45:36.954967+00:00,eva,success
2026-03-28-18-15-07-574000,Baoyu,rl2,520.0,cup_on_saucer_success_1,"pick up cup with one arm, hand it over to the other arm and place it on the saucer",white_wall,"{""white ceramic cup"",""yellow saucer""}",False,eva_bimanual,False,-1.0,True,s3://rldb/processed_v3/eva/2026-03-28-18-15-07-574000.zarr,,s3://rldb/processed_v3/eva/2026-03-28-18-15-07-574000.mp4,,,2026-03-28 18:15:07.574000+00:00,2026-07-31 21:45:36.954967+00:00,eva,success
2026-03-28-17-52-31-933000,Baoyu,rl2,427.0,cup_on_saucer_success_1,"pick up cup with one arm, hand it over to the other arm and place it on the saucer",white_wall,"{""white ceramic cup"",""yellow saucer""}",False,eva_bimanual,False,-1.0,True,s3://rldb/processed_v3/eva/2026-03-28-17-52-31-933000.zarr,,s3://rldb/processed_v3/eva/2026-03-28-17-52-31-933000.mp4,,,2026-03-28 17:52:31.933000+00:00,2026-07-31 21:45:36.954967+00:00,eva,success
2026-03-28-00-25-33-181000,Xinchen,rl2,513.0,cup_on_saucer_success_1,"pick up cup with one arm, hand it over to the other arm and place it on the saucer",white_wall,"{""white cup"",""yellow saucer""}",False,eva_bimanual,False,-1.0,True,s3://rldb/processed_v3/eva/2026-03-28-00-25-33-181000.zarr,,s3://rldb/processed_v3/eva/2026-03-28-00-25-33-181000.mp4,,,2026-03-28 00:25:33.181000+00:00,2026-07-31 21:45:36.954967+00:00,eva,success
2026-03-28-18-03-06-650000,Baoyu,rl2,537.0,cup_on_saucer_success_1,"pick up cup with one arm, hand it over to the other arm and place it on the saucer",white_wall,"{""white ceramic cup"",""yellow saucer""}",False,eva_bimanual,False,-1.0,True,s3://rldb/processed_v3/eva/2026-03-28-18-03-06-650000.zarr,,s3://rldb/processed_v3/eva/2026-03-28-18-03-06-650000.mp4,,,2026-03-28 18:03:06.650000+00:00,2026-07-31 21:45:36.954967+00:00,eva,success
2026-03-28-01-40-02-758000,Xinchen,rl2,668.0,cup_on_saucer_success_1,"pick up cup with one arm, hand it over to the other arm and place it on the saucer",white_wall,"{""white ceramic cup"",""white saucer""}",False,eva_bimanual,False,-1.0,True,s3://rldb/processed_v3/eva/2026-03-28-01-40-02-758000.zarr,,s3://rldb/processed_v3/eva/2026-03-28-01-40-02-758000.mp4,,,2026-03-28 01:40:02.758000+00:00,2026-07-31 21:45:36.954967+00:00,eva,success
2026-03-28-19-28-33-286000,Baoyu,rl2,566.0,cup_on_saucer_success_1,"pick up cup with one arm, hand it over to the other arm and place it on the saucer",white_wall,"{""white ceramic cup"",""green square saucer""}",False,eva_bimanual,False,-1.0,True,s3://rldb/processed_v3/eva/2026-03-28-19-28-33-286000.zarr,,s3://rldb/processed_v3/eva/2026-03-28-19-28-33-286000.mp4,,,2026-03-28 19:28:33.286000+00:00,2026-07-31 21:45:36.954967+00:00,eva,success
2026-03-28-01-01-56-529000,Baoyu,rl2,638.0,cup_on_saucer_success_1,"pick up cup with one arm, hand it over to the other arm and place it on the saucer",white_wall,"{""white cup"",""white saucer""}",False,eva_bimanual,False,-1.0,True,s3://rldb/processed_v3/eva/2026-03-28-01-01-56-529000.zarr,,s3://rldb/processed_v3/eva/2026-03-28-01-01-56-529000.mp4,,,2026-03-28 01:01:56.529000+00:00,2026-07-31 21:45:36.954967+00:00,eva,success
2026-03-28-19-29-14-978000,Baoyu,rl2,728.0,cup_on_saucer_success_1,"pick up cup with one arm, hand it over to the other arm and place it on the saucer",white_wall,"{""white ceramic cup"",""green square saucer""}",False,eva_bimanual,False,-1.0,True,s3://rldb/processed_v3/eva/2026-03-28-19-29-14-978000.zarr,,s3://rldb/processed_v3/eva/2026-03-28-19-29-14-978000.mp4,,,2026-03-28 19:29:14.978000+00:00,2026-07-31 21:45:36.954967+00:00,eva,success
2026-03-28-01-31-41-080000,Xinchen,rl2,637.0,cup_on_saucer_success_1,"pick up cup with one arm, hand it over to the other arm and place it on the saucer",white_wall,"{""white ceramic cup"",""white saucer""}",False,eva_bimanual,False,-1.0,True,s3://rldb/processed_v3/eva/2026-03-28-01-31-41-080000.zarr,,s3://rldb/processed_v3/eva/2026-03-28-01-31-41-080000.mp4,,,2026-03-28 01:31:41.080000+00:00,2026-07-31 21:45:36.954967+00:00,eva,success
2026-03-28-00-19-39-667000,Xinchen,rl2,608.0,cup_on_saucer_success_1,"pick up cup with one arm, hand it over to the other arm and place it on the saucer",white_wall,"{""white cup"",""yellow saucer""}",False,eva_bimanual,False,-1.0,True,s3://rldb/processed_v3/eva/2026-03-28-00-19-39-667000.zarr,,s3://rldb/processed_v3/eva/2026-03-28-00-19-39-667000.mp4,,,2026-03-28 00:19:39.667000+00:00,2026-07-31 21:45:36.954967+00:00,eva,success
2026-03-28-21-42-39-440000,Baoyu,rl2,570.0,cup_on_saucer_success_1,"pick up cup with one arm, hand it over to the other arm and place it on the saucer",white_wall,"{""pink cup"",""white saucer""}",False,eva_bimanual,False,-1.0,True,s3://rldb/processed_v3/eva/2026-03-28-21-42-39-440000.zarr,,s3://rldb/processed_v3/eva/2026-03-28-21-42-39-440000.mp4,,,2026-03-28 21:42:39.440000+00:00,2026-07-31 21:45:36.954967+00:00,eva,success
2026-03-28-19-23-41-346000,Baoyu,rl2,540.0,cup_on_saucer_success_1,"pick up cup with one arm, hand it over to the other arm and place it on the saucer",white_wall,"{""white ceramic cup"",""green square saucer""}",False,eva_bimanual,False,-1.0,True,s3://rldb/processed_v3/eva/2026-03-28-19-23-41-346000.zarr,,s3://rldb/processed_v3/eva/2026-03-28-19-23-41-346000.mp4,,,2026-03-28 19:23:41.346000+00:00,2026-07-31 21:45:36.954967+00:00,eva,success
2026-03-28-19-40-15-688000,Baoyu,rl2,386.0,cup_on_saucer_failure_1,"pick up cup with one arm, hand it over to the other arm and place it on the saucer",white_wall,"{""white ceramic cup"",""green square saucer""}",False,eva_bimanual,False,-1.0,True,s3://rldb/processed_v3/eva/2026-03-28-19-40-15-688000.zarr,,s3://rldb/processed_v3/eva/2026-03-28-19-40-15-688000.mp4,,,2026-03-28 19:40:15.688000+00:00,2026-07-31 21:45:36.954967+00:00,eva,failure
2026-03-28-01-01-19-479000,Baoyu,rl2,650.0,cup_on_saucer_success_1,"pick up cup with one arm, hand it over to the other arm and place it on the saucer",white_wall,"{""white cup"",""white saucer""}",False,eva_bimanual,False,-1.0,True,s3://rldb/processed_v3/eva/2026-03-28-01-01-19-479000.zarr,,s3://rldb/processed_v3/eva/2026-03-28-01-01-19-479000.mp4,,,2026-03-28 01:01:19.479000+00:00,2026-07-31 21:45:36.954967+00:00,eva,success
2026-03-28-18-18-45-396000,Baoyu,rl2,540.0,cup_on_saucer_success_1,"pick up cup with one arm, hand it over to the other arm and place it on the saucer",white_wall,"{""white ceramic cup"",""yellow saucer""}",False,eva_bimanual,False,-1.0,True,s3://rldb/processed_v3/eva/2026-03-28-18-18-45-396000.zarr,,s3://rldb/processed_v3/eva/2026-03-28-18-18-45-396000.mp4,,,2026-03-28 18:18:45.396000+00:00,2026-07-31 21:45:36.954967+00:00,eva,success
2026-03-28-19-30-19-153000,Baoyu,rl2,554.0,cup_on_saucer_success_1,"pick up cup with one arm, hand it over to the other arm and place it on the saucer",white_wall,"{""white ceramic cup"",""green square saucer""}",False,eva_bimanual,False,-1.0,True,s3://rldb/processed_v3/eva/2026-03-28-19-30-19-153000.zarr,,s3://rldb/processed_v3/eva/2026-03-28-19-30-19-153000.mp4,,,2026-03-28 19:30:19.153000+00:00,2026-07-31 21:45:36.954967+00:00,eva,success
2026-03-28-01-28-06-020000,Xinchen,rl2,272.0,cup_on_saucer_failure_1,"pick up cup with one arm, hand it over to the other arm and place it on the saucer",white_wall,"{""white ceramic cup"",""white saucer""}",False,eva_bimanual,False,-1.0,True,s3://rldb/processed_v3/eva/2026-03-28-01-28-06-020000.zarr,,s3://rldb/processed_v3/eva/2026-03-28-01-28-06-020000.mp4,,,2026-03-28 01:28:06.020000+00:00,2026-07-31 21:45:36.954967+00:00,eva,failure
2026-03-28-01-36-11-559000,Xinchen,rl2,687.0,cup_on_saucer_success_1,"pick up cup with one arm, hand it over to the other arm and place it on the saucer",white_wall,"{""white ceramic cup"",""white saucer""}",False,eva_bimanual,False,-1.0,True,s3://rldb/processed_v3/eva/2026-03-28-01-36-11-559000.zarr,,s3://rldb/processed_v3/eva/2026-03-28-01-36-11-559000.mp4,,,2026-03-28 01:36:11.559000+00:00,2026-07-31 21:45:36.954967+00:00,eva,success
2026-03-04-18-37-03-521000,pB5ssSy__hBrm6wJ,rl2,477.0,cup_on_saucer_success,"pick up cup with one arm, hand it over to the other arm and place it on the saucer",white_wall,"{""white ceramic cup"",""green square saucer""}",False,eva_bimanual,False,-1.0,True,s3://rldb/processed_v3/eva/2026-03-04-18-37-03-521000.zarr,,s3://rldb/processed_v3/eva/2026-03-04-18-37-03-521000.mp4,CC BY-SA 4.0,,2026-03-04 18:37:03.521000+00:00,2026-07-31 21:45:36.954967+00:00,eva,success
2026-03-28-17-52-57-384000,Baoyu,rl2,402.0,cup_on_saucer_failure_1,"pick up cup with one arm, hand it over to the other arm and place it on the saucer",white_wall,"{""white ceramic cup"",""yellow saucer""}",False,eva_bimanual,False,-1.0,True,s3://rldb/processed_v3/eva/2026-03-28-17-52-57-384000.zarr,,s3://rldb/processed_v3/eva/2026-03-28-17-52-57-384000.mp4,,,2026-03-28 17:52:57.384000+00:00,2026-07-31 21:45:36.954967+00:00,eva,failure
2026-03-28-21-40-45-904000,Baoyu,rl2,665.0,cup_on_saucer_success_1,"pick up cup with one arm, hand it over to the other arm and place it on the saucer",white_wall,"{""pink cup"",""white saucer""}",False,eva_bimanual,False,-1.0,True,s3://rldb/processed_v3/eva/2026-03-28-21-40-45-904000.zarr,,s3://rldb/processed_v3/eva/2026-03-28-21-40-45-904000.mp4,,,2026-03-28 21:40:45.904000+00:00,2026-07-31 21:45:36.954967+00:00,eva,success
2026-03-28-18-02-35-339000,Baoyu,rl2,561.0,cup_on_saucer_success_1,"pick up cup with one arm, hand it over to the other arm and place it on the saucer",white_wall,"{""white ceramic cup"",""yellow saucer""}",False,eva_bimanual,False,-1.0,True,s3://rldb/processed_v3/eva/2026-03-28-18-02-35-339000.zarr,,s3://rldb/processed_v3/eva/2026-03-28-18-02-35-339000.mp4,,,2026-03-28 18:02:35.339000+00:00,2026-07-31 21:45:36.954967+00:00,eva,success
2026-03-28-20-00-50-742000,Xinchen,rl2,600.0,cup_on_saucer_success_1,"pick up cup with one arm, hand it over to the other arm and place it on the saucer",white_wall,"{""pink cup"",""green square saucer""}",False,eva_bimanual,False,-1.0,True,s3://rldb/processed_v3/eva/2026-03-28-20-00-50-742000.zarr,,s3://rldb/processed_v3/eva/2026-03-28-20-00-50-742000.mp4,,,2026-03-28 20:00:50.742000+00:00,2026-07-31 21:45:36.954967+00:00,eva,success
2026-03-28-18-18-08-726000,Baoyu,rl2,501.0,cup_on_saucer_success_1,"pick up cup with one arm, hand it over to the other arm and place it on the saucer",white_wall,"{""white ceramic cup"",""yellow saucer""}",False,eva_bimanual,False,-1.0,True,s3://rldb/processed_v3/eva/2026-03-28-18-18-08-726000.zarr,,s3://rldb/processed_v3/eva/2026-03-28-18-18-08-726000.mp4,,,2026-03-28 18:18:08.726000+00:00,2026-07-31 21:45:36.954967+00:00,eva,success
2026-03-28-17-51-32-318000,Baoyu,rl2,457.0,cup_on_saucer_success_1,"pick up cup with one arm, hand it over to the other arm and place it on the saucer",white_wall,"{""white ceramic cup"",""yellow saucer""}",False,eva_bimanual,False,-1.0,True,s3://rldb/processed_v3/eva/2026-03-28-17-51-32-318000.zarr,,s3://rldb/processed_v3/eva/2026-03-28-17-51-32-318000.mp4,,,2026-03-28 17:51:32.318000+00:00,2026-07-31 21:45:36.954967+00:00,eva,success
2026-03-28-19-51-41-725000,Xinchen,rl2,512.0,cup_on_saucer_success_1,"pick up cup with one arm, hand it over to the other arm and place it on the saucer",white_wall,"{""pink cup"",""green square saucer""}",False,eva_bimanual,False,-1.0,True,s3://rldb/processed_v3/eva/2026-03-28-19-51-41-725000.zarr,,s3://rldb/processed_v3/eva/2026-03-28-19-51-41-725000.mp4,,,2026-03-28 19:51:41.725000+00:00,2026-07-31 21:45:36.954967+00:00,eva,success
2026-03-28-18-05-36-604000,Baoyu,rl2,558.0,cup_on_saucer_failure_1,"pick up cup with one arm, hand it over to the other arm and place it on the saucer",white_wall,"{""white ceramic cup"",""yellow saucer""}",False,eva_bimanual,False,-1.0,True,s3://rldb/processed_v3/eva/2026-03-28-18-05-36-604000.zarr,,s3://rldb/processed_v3/eva/2026-03-28-18-05-36-604000.mp4,,,2026-03-28 18:05:36.604000+00:00,2026-07-31 21:45:36.954967+00:00,eva,failure
2026-03-28-00-00-38-399000,Xinchen,rl2,605.0,cup_on_saucer_failure_1,"pick up cup with one arm, hand it over to the other arm and place it on the saucer",white_wall,"{""white cup"",""yellow saucer""}",False,eva_bimanual,False,-1.0,True,s3://rldb/processed_v3/eva/2026-03-28-00-00-38-399000.zarr,,s3://rldb/processed_v3/eva/2026-03-28-00-00-38-399000.mp4,,,2026-03-28 00:00:38.399000+00:00,2026-07-31 21:45:36.954967+00:00,eva,failure
2026-03-28-22-31-40-435000,Baoyu,rl2,439.0,cup_on_saucer_success_1,"pick up cup with one arm, hand it over to the other arm and place it on the saucer",white_wall,"{""pink cup"",""yellow saucer""}",False,eva_bimanual,False,-1.0,True,s3://rldb/processed_v3/eva/2026-03-28-22-31-40-435000.zarr,,s3://rldb/processed_v3/eva/2026-03-28-22-31-40-435000.mp4,,,2026-03-28 22:31:40.435000+00:00,2026-07-31 21:45:36.954967+00:00,eva,success
2026-03-28-00-51-30-835000,Baoyu,rl2,541.0,cup_on_saucer_failure_1,"pick up cup with one arm, hand it over to the other arm and place it on the saucer",white_wall,"{""white cup"",""white saucer""}",False,eva_bimanual,False,-1.0,True,s3://rldb/processed_v3/eva/2026-03-28-00-51-30-835000.zarr,,s3://rldb/processed_v3/eva/2026-03-28-00-51-30-835000.mp4,,,2026-03-28 00:51:30.835000+00:00,2026-07-31 21:45:36.954967+00:00,eva,failure
2026-03-28-21-33-10-548000,Baoyu,rl2,348.0,cup_on_saucer_success_1,"pick up cup with one arm, hand it over to the other arm and place it on the saucer",white_wall,"{""pink cup"",""white saucer""}",False,eva_bimanual,False,-1.0,True,s3://rldb/processed_v3/eva/2026-03-28-21-33-10-548000.zarr,,s3://rldb/processed_v3/eva/2026-03-28-21-33-10-548000.mp4,,,2026-03-28 21:33:10.548000+00:00,2026-07-31 21:45:36.954967+00:00,eva,success
2026-03-28-22-34-54-815000,Baoyu,rl2,522.0,cup_on_saucer_success_1,"pick up cup with one arm, hand it over to the other arm and place it on the saucer",white_wall,"{""pink cup"",""yellow saucer""}",False,eva_bimanual,False,-1.0,True,s3://rldb/processed_v3/eva/2026-03-28-22-34-54-815000.zarr,,s3://rldb/processed_v3/eva/2026-03-28-22-34-54-815000.mp4,,,2026-03-28 22:34:54.815000+00:00,2026-07-31 21:45:36.954967+00:00,eva,success
2026-03-28-18-12-29-683000,Baoyu,rl2,565.0,cup_on_saucer_success_1,"pick up cup with one arm, hand it over to the other arm and place it on the saucer",white_wall,"{""white ceramic cup"",""yellow saucer""}",False,eva_bimanual,False,-1.0,True,s3://rldb/processed_v3/eva/2026-03-28-18-12-29-683000.zarr,,s3://rldb/processed_v3/eva/2026-03-28-18-12-29-683000.mp4,,,2026-03-28 18:12:29.683000+00:00,2026-07-31 21:45:36.954967+00:00,eva,success
2026-03-27-22-53-32-350000,Baoyu,rl2,485.0,cup_on_saucer_success_1,"pick up cup with one arm, hand it over to the other arm and place it on the saucer",white_wall,"{""white cup"",""green square saucer""}",False,eva_bimanual,False,-1.0,True,s3://rldb/processed_v3/eva/2026-03-27-22-53-32-350000.zarr,,s3://rldb/processed_v3/eva/2026-03-27-22-53-32-350000.mp4,,,2026-03-27 22:53:32.350000+00:00,2026-07-31 21:45:36.954967+00:00,eva,success
2026-03-28-19-06-06-716000,Baoyu,rl2,434.0,cup_on_saucer_success_1,"pick up cup with one arm, hand it over to the other arm and place it on the saucer",white_wall,"{""white ceramic cup"",""green square saucer""}",False,eva_bimanual,False,-1.0,True,s3://rldb/processed_v3/eva/2026-03-28-19-06-06-716000.zarr,,s3://rldb/processed_v3/eva/2026-03-28-19-06-06-716000.mp4,,,2026-03-28 19:06:06.716000+00:00,2026-07-31 21:45:36.954967+00:00,eva,success
