episode,k,policy,frames,coverage,vendi_sel
2026-04-09-07-14-47-365101,64,motion_peaks,316,0.039316676557064056,2.280717372894287
2026-04-09-07-14-47-365101,64,cheap_fps,316,0.026803843677043915,2.295417308807373
2026-04-09-07-14-47-365101,64,motion_gated_fps,316,0.03212014213204384,2.2595882415771484
2026-04-09-07-14-47-365101,2,ORACLE_greedy,316,0.07448500394821167,1.2337967157363892
2026-04-09-07-14-47-365101,2,ORACLE_fps,316,0.12096778303384781,1.454155683517456
2026-04-09-07-14-47-365101,4,ORACLE_greedy,316,0.057696908712387085,1.3829864263534546
2026-04-09-07-14-47-365101,4,ORACLE_fps,316,0.10243604332208633,2.065854072570801
2026-04-09-07-14-47-365101,8,ORACLE_greedy,316,0.04570697993040085,1.6456173658370972
2026-04-09-07-14-47-365101,8,ORACLE_fps,316,0.07818250358104706,2.257551908493042
2026-04-09-07-14-47-365101,16,ORACLE_greedy,316,0.03625326231122017,1.8962280750274658
2026-04-09-07-14-47-365101,16,ORACLE_fps,316,0.05504089593887329,2.358705997467041
2026-04-09-07-14-47-365101,32,ORACLE_greedy,316,0.027510393410921097,2.0198440551757812
2026-04-09-07-14-47-365101,32,ORACLE_fps,316,0.03737754374742508,2.3355376720428467
2026-04-09-07-14-47-365101,64,ORACLE_greedy,316,0.01985188014805317,2.1314289569854736
2026-04-09-07-14-47-365101,64,ORACLE_fps,316,0.025249693542718887,2.4473958015441895
2026-04-23-15-27-12-104821,2,uniform,197,0.20640264451503754,1.5243594646453857
2026-04-23-15-27-12-104821,2,motion_peaks,197,0.18038076162338257,1.1576642990112305
2026-04-23-15-27-12-104821,2,cheap_fps,197,0.1649092435836792,1.6337491273880005
2026-04-23-15-27-12-104821,2,motion_gated_fps,197,0.2003692388534546,1.6053074598312378
2026-04-23-15-27-12-104821,4,uniform,197,0.13784383237361908,1.8601269721984863
2026-04-23-15-27-12-104821,4,motion_peaks,197,0.15997058153152466,1.6427143812179565
2026-04-23-15-27-12-104821,4,cheap_fps,197,0.13355104625225067,2.032867908477783
2026-04-23-15-27-12-104821,4,motion_gated_fps,197,0.15684999525547028,2.0859556198120117
2026-04-23-15-27-12-104821,8,uniform,197,0.10353902727365494,2.435023546218872
2026-04-23-15-27-12-104821,8,motion_peaks,197,0.14060832560062408,1.9872443675994873
2026-04-23-15-27-12-104821,8,cheap_fps,197,0.11022518575191498,2.4160068035125732
2026-04-23-15-27-12-104821,8,motion_gated_fps,197,0.11219049990177155,2.4627435207366943
2026-04-23-15-27-12-104821,16,uniform,197,0.07602766156196594,2.7641170024871826
2026-04-23-15-27-12-104821,16,motion_peaks,197,0.11628491431474686,2.2854385375976562
2026-04-23-15-27-12-104821,16,cheap_fps,197,0.07951822131872177,2.709312915802002
2026-04-23-15-27-12-104821,16,motion_gated_fps,197,0.0745982825756073,2.7808358669281006
2026-04-23-15-27-12-104821,32,uniform,197,0.052119869738817215,3.059464454650879
2026-04-23-15-27-12-104821,32,motion_peaks,197,0.07955841720104218,2.7089760303497314
2026-04-23-15-27-12-104821,32,cheap_fps,197,0.05352923646569252,3.0394985675811768
2026-04-23-15-27-12-104821,32,motion_gated_fps,197,0.0553278885781765,2.9277961254119873
2026-04-23-15-27-12-104821,64,uniform,197,0.03265571966767311,3.133424758911133
2026-04-23-15-27-12-104821,64,motion_peaks,197,0.048073504120111465,3.0569839477539062
2026-04-23-15-27-12-104821,64,cheap_fps,197,0.033203065395355225,3.2020506858825684
2026-04-23-15-27-12-104821,64,motion_gated_fps,197,0.04050327464938164,3.1872310638427734
2026-04-23-15-27-12-104821,2,ORACLE_greedy,197,0.1257203370332718,1.3256504535675049
2026-04-23-15-27-12-104821,2,ORACLE_fps,197,0.17157064378261566,1.651747226715088
2026-04-23-15-27-12-104821,4,ORACLE_greedy,197,0.10682103037834167,1.6914615631103516
2026-04-23-15-27-12-104821,4,ORACLE_fps,197,0.14634446799755096,2.2511510848999023
2026-04-23-15-27-12-104821,8,ORACLE_greedy,197,0.0825735405087471,2.1695828437805176
2026-04-23-15-27-12-104821,8,ORACLE_fps,197,0.11414811760187149,2.809911012649536
2026-04-23-15-27-12-104821,16,ORACLE_greedy,197,0.06310397386550903,2.3769590854644775
2026-04-23-15-27-12-104821,16,ORACLE_fps,197,0.08221452683210373,3.2419071197509766
2026-04-23-15-27-12-104821,32,ORACLE_greedy,197,0.04548150300979614,2.755427122116089
2026-04-23-15-27-12-104821,32,ORACLE_fps,197,0.056498512625694275,3.3961451053619385
2026-04-23-15-27-12-104821,64,ORACLE_greedy,197,0.02912539429962635,3.0765609741210938
2026-04-23-15-27-12-104821,64,ORACLE_fps,197,0.03250204026699066,3.3792836666107178
2026-06-17-13-52-31-858824,2,uniform,724,0.3794694244861603,1.8720301389694214
2026-06-17-13-52-31-858824,2,motion_peaks,724,0.477749228477478,1.1455554962158203
2026-06-17-13-52-31-858824,2,cheap_fps,724,0.2934487760066986,1.8417049646377563
2026-06-17-13-52-31-858824,2,motion_gated_fps,724,0.2814791798591614,1.8731688261032104
2026-06-17-13-52-31-858824,4,uniform,724,0.24867969751358032,2.668997049331665
2026-06-17-13-52-31-858824,4,motion_peaks,724,0.40225303173065186,1.3866912126541138
2026-06-17-13-52-31-858824,4,cheap_fps,724,0.25309762358665466,2.6827003955841064
2026-06-17-13-52-31-858824,4,motion_gated_fps,724,0.24541062116622925,2.5194931030273438
2026-06-17-13-52-31-858824,8,uniform,724,0.19461670517921448,3.7947514057159424
2026-06-17-13-52-31-858824,8,motion_peaks,724,0.3903959095478058,1.8603466749191284
2026-06-17-13-52-31-858824,8,cheap_fps,724,0.22285963594913483,3.9070820808410645
2026-06-17-13-52-31-858824,8,motion_gated_fps,724,0.20637959241867065,3.535510301589966
2026-06-17-13-52-31-858824,16,uniform,724,0.16305629909038544,4.795582294464111
2026-06-17-13-52-31-858824,16,motion_peaks,724,0.3332207500934601,3.140869140625
2026-06-17-13-52-31-858824,16,cheap_fps,724,0.18772603571414948,4.841941833496094
2026-06-17-13-52-31-858824,16,motion_gated_fps,724,0.17807209491729736,4.905395984649658
2026-06-17-13-52-31-858824,32,uniform,724,0.11570537090301514,5.7982048988342285
2026-06-17-13-52-31-858824,32,motion_peaks,724,0.27089089155197144,4.221543788909912
2026-06-17-13-52-31-858824,32,cheap_fps,724,0.12893474102020264,6.495110511779785
2026-06-17-13-52-31-858824,32,motion_gated_fps,724,0.1374495029449463,6.13742733001709
2026-06-17-13-52-31-858824,64,uniform,724,0.07947759330272675,6.226475715637207
2026-06-17-13-52-31-858824,64,motion_peaks,724,0.21196085214614868,5.790317058563232
2026-06-17-13-52-31-858824,64,cheap_fps,724,0.08651582896709442,7.26433801651001
2026-06-17-13-52-31-858824,64,motion_gated_fps,724,0.10278389602899551,7.444250583648682
2026-06-17-13-52-31-858824,2,ORACLE_greedy,724,0.2415824979543686,1.4611656665802002
2026-06-17-13-52-31-858824,2,ORACLE_fps,724,0.43626534938812256,1.9224704504013062
2026-06-17-13-52-31-858824,4,ORACLE_greedy,724,0.19109763205051422,2.259751558303833
2026-06-17-13-52-31-858824,4,ORACLE_fps,724,0.30145588517189026,3.3678507804870605
2026-06-17-13-52-31-858824,8,ORACLE_greedy,724,0.15242899954319,3.279226779937744
2026-06-17-13-52-31-858824,8,ORACLE_fps,724,0.26253050565719604,5.3907151222229
2026-06-17-13-52-31-858824,16,ORACLE_greedy,724,0.124785415828228,3.7482106685638428
2026-06-17-13-52-31-858824,16,ORACLE_fps,724,0.21057143807411194,7.5845136642456055
2026-06-17-13-52-31-858824,32,ORACLE_greedy,724,0.09594334661960602,5.274733066558838
2026-06-17-13-52-31-858824,32,ORACLE_fps,724,0.14077386260032654,8.945545196533203
2026-06-17-13-52-31-858824,64,ORACLE_greedy,724,0.07042292505502701,6.22454309463501
2026-06-17-13-52-31-858824,64,ORACLE_fps,724,0.09603095799684525,9.34459400177002
2026-05-05-13-19-45-222875,2,uniform,544,0.2864699065685272,1.3947263956069946
2026-05-05-13-19-45-222875,2,motion_peaks,544,0.4501277804374695,1.2537391185760498
2026-05-05-13-19-45-222875,2,cheap_fps,544,0.30124735832214355,1.6514537334442139
2026-05-05-13-19-45-222875,2,motion_gated_fps,544,0.2992696762084961,1.685435175895691
2026-05-05-13-19-45-222875,4,uniform,544,0.25640782713890076,2.106332302093506
2026-05-05-13-19-45-222875,4,motion_peaks,544,0.36943888664245605,2.1850125789642334
2026-05-05-13-19-45-222875,4,cheap_fps,544,0.2662748098373413,2.335909128189087
2026-05-05-13-19-45-222875,4,motion_gated_fps,544,0.2766273021697998,2.5007357597351074
2026-05-05-13-19-45-222875,8,uniform,544,0.20763590931892395,3.1417572498321533
2026-05-05-13-19-45-222875,8,motion_peaks,544,0.3269503116607666,3.0253140926361084
2026-05-05-13-19-45-222875,8,cheap_fps,544,0.2308741956949234,3.5608091354370117
2026-05-05-13-19-45-222875,8,motion_gated_fps,544,0.22882862389087677,3.224311351776123
2026-05-05-13-19-45-222875,16,uniform,544,0.15999485552310944,4.3402252197265625
2026-05-05-13-19-45-222875,16,motion_peaks,544,0.22491610050201416,3.725424289703369
2026-05-05-13-19-45-222875,16,cheap_fps,544,0.17106342315673828,4.592116832733154
2026-05-05-13-19-45-222875,16,motion_gated_fps,544,0.17826023697853088,4.471122741699219
2026-05-05-13-19-45-222875,32,uniform,544,0.12165619432926178,5.005148887634277
2026-05-05-13-19-45-222875,32,motion_peaks,544,0.18903684616088867,4.940272331237793
2026-05-05-13-19-45-222875,32,cheap_fps,544,0.13452468812465668,5.601327419281006
2026-05-05-13-19-45-222875,32,motion_gated_fps,544,0.1423228234052658,5.638426780700684
2026-05-05-13-19-45-222875,64,uniform,544,0.09079445153474808,5.95084285736084
2026-05-05-13-19-45-222875,64,motion_peaks,544,0.14976659417152405,5.934959888458252
2026-05-05-13-19-45-222875,64,cheap_fps,544,0.10138597339391708,6.705033302307129
2026-05-05-13-19-45-222875,64,motion_gated_fps,544,0.10656169056892395,6.5316901206970215
2026-05-05-13-19-45-222875,2,ORACLE_greedy,544,0.21993882954120636,1.5964851379394531
2026-05-05-13-19-45-222875,2,ORACLE_fps,544,0.30853450298309326,1.8110276460647583
2026-05-05-13-19-45-222875,4,ORACLE_greedy,544,0.19082683324813843,2.179713249206543
2026-05-05-13-19-45-222875,4,ORACLE_fps,544,0.2999098002910614,3.0239827632904053
2026-05-05-13-19-45-222875,8,ORACLE_greedy,544,0.1617518663406372,2.8354642391204834
2026-05-05-13-19-45-222875,8,ORACLE_fps,544,0.24529513716697693,5.0143961906433105
2026-05-05-13-19-45-222875,16,ORACLE_greedy,544,0.13044573366641998,3.6731526851654053
2026-05-05-13-19-45-222875,16,ORACLE_fps,544,0.2116185873746872,6.710408687591553
2026-05-05-13-19-45-222875,32,ORACLE_greedy,544,0.10461275279521942,4.839158058166504
2026-05-05-13-19-45-222875,32,ORACLE_fps,544,0.15753838419914246,7.938436031341553
2026-05-05-13-19-45-222875,64,ORACLE_greedy,544,0.0781896561384201,5.992630481719971
2026-05-05-13-19-45-222875,64,ORACLE_fps,544,0.10732607543468475,8.192212104797363
2026-06-04-14-25-48-471244,2,uniform,275,0.2502686381340027,1.5002284049987793
2026-06-04-14-25-48-471244,2,motion_peaks,275,0.2693869173526764,1.356524109840393
2026-06-04-14-25-48-471244,2,cheap_fps,275,0.18388839066028595,1.5202831029891968
2026-06-04-14-25-48-471244,2,motion_gated_fps,275,0.17841467261314392,1.5247465372085571
2026-06-04-14-25-48-471244,4,uniform,275,0.19095160067081451,2.0670719146728516
2026-06-04-14-25-48-471244,4,motion_peaks,275,0.2572883069515228,2.0505995750427246
2026-06-04-14-25-48-471244,4,cheap_fps,275,0.15970195829868317,2.155388355255127
2026-06-04-14-25-48-471244,4,motion_gated_fps,275,0.15210945904254913,2.335472822189331
2026-06-04-14-25-48-471244,8,uniform,275,0.11547669023275375,2.365553140640259
2026-06-04-14-25-48-471244,8,motion_peaks,275,0.21784347295761108,2.3399646282196045
2026-06-04-14-25-48-471244,8,cheap_fps,275,0.11266772449016571,2.616152763366699
2026-06-04-14-25-48-471244,8,motion_gated_fps,275,0.11881405860185623,2.714390993118286
2026-06-04-14-25-48-471244,16,uniform,275,0.08359748870134354,3.1479055881500244
2026-06-04-14-25-48-471244,16,motion_peaks,275,0.18199405074119568,2.818143844604492
2026-06-04-14-25-48-471244,16,cheap_fps,275,0.08775324374437332,3.1579017639160156
2026-06-04-14-25-48-471244,16,motion_gated_fps,275,0.09903855621814728,3.1668612957000732
2026-06-04-14-25-48-471244,32,uniform,275,0.06088847666978836,3.5215654373168945
2026-06-04-14-25-48-471244,32,motion_peaks,275,0.15455110371112823,3.2225582599639893
2026-06-04-14-25-48-471244,32,cheap_fps,275,0.06420263648033142,3.8230602741241455
2026-06-04-14-25-48-471244,32,motion_gated_fps,275,0.06962466239929199,3.982111930847168
2026-06-04-14-25-48-471244,64,uniform,275,0.03781388700008392,3.93790602684021
2026-06-04-14-25-48-471244,64,motion_peaks,275,0.10315010696649551,3.9248576164245605
2026-06-04-14-25-48-471244,64,cheap_fps,275,0.039693012833595276,4.235453128814697
2026-06-04-14-25-48-471244,64,motion_gated_fps,275,0.050665974617004395,4.294891357421875
2026-06-04-14-25-48-471244,2,ORACLE_greedy,275,0.1667206883430481,1.3848923444747925
2026-06-04-14-25-48-471244,2,ORACLE_fps,275,0.22871871292591095,1.7408006191253662
2026-06-04-14-25-48-471244,4,ORACLE_greedy,275,0.12391617894172668,1.9246903657913208
2026-06-04-14-25-48-471244,4,ORACLE_fps,275,0.18189561367034912,2.8440604209899902
2026-06-04-14-25-48-471244,8,ORACLE_greedy,275,0.0978790670633316,2.646500825881958
2026-06-04-14-25-48-471244,8,ORACLE_fps,275,0.1340644508600235,3.9309048652648926
2026-06-04-14-25-48-471244,16,ORACLE_greedy,275,0.07109598070383072,3.1693618297576904
2026-06-04-14-25-48-471244,16,ORACLE_fps,275,0.1031632050871849,4.439735412597656
2026-06-04-14-25-48-471244,32,ORACLE_greedy,275,0.049725063145160675,3.6989586353302
2026-06-04-14-25-48-471244,32,ORACLE_fps,275,0.06814354658126831,4.860584259033203
2026-06-04-14-25-48-471244,64,ORACLE_greedy,275,0.03291289508342743,4.13498067855835
2026-06-04-14-25-48-471244,64,ORACLE_fps,275,0.04094322770833969,4.8048319816589355
2026-06-25-05-31-21-497787,2,uniform,219,0.33870574831962585,1.5849652290344238
2026-06-25-05-31-21-497787,2,motion_peaks,219,0.3678223192691803,1.3958714008331299
2026-06-25-05-31-21-497787,2,cheap_fps,219,0.3035414218902588,1.7779330015182495
2026-06-25-05-31-21-497787,2,motion_gated_fps,219,0.2699059844017029,1.6213139295578003
2026-06-25-05-31-21-497787,4,uniform,219,0.24586281180381775,2.736266851425171
2026-06-25-05-31-21-497787,4,motion_peaks,219,0.3654193878173828,2.1204488277435303
2026-06-25-05-31-21-497787,4,cheap_fps,219,0.2784462869167328,2.8856043815612793
2026-06-25-05-31-21-497787,4,motion_gated_fps,219,0.231798455119133,2.2654101848602295
2026-06-25-05-31-21-497787,8,uniform,219,0.18333293497562408,3.391880989074707
2026-06-25-05-31-21-497787,8,motion_peaks,219,0.35620224475860596,2.6447675228118896
2026-06-25-05-31-21-497787,8,cheap_fps,219,0.1880374699831009,3.626220226287842
2026-06-25-05-31-21-497787,8,motion_gated_fps,219,0.2046429067850113,3.688500165939331
2026-06-25-05-31-21-497787,16,uniform,219,0.13200578093528748,3.869882106781006
2026-06-25-05-31-21-497787,16,motion_peaks,219,0.2363004833459854,4.021305084228516
2026-06-25-05-31-21-497787,16,cheap_fps,219,0.1389961540699005,4.127625942230225
2026-06-25-05-31-21-497787,16,motion_gated_fps,219,0.14235495030879974,4.145193099975586
2026-06-25-05-31-21-497787,32,uniform,219,0.08948168158531189,4.820881366729736
2026-06-25-05-31-21-497787,32,motion_peaks,219,0.15882860124111176,5.745384216308594
2026-06-25-05-31-21-497787,32,cheap_fps,219,0.09372707456350327,5.0735764503479
2026-06-25-05-31-21-497787,32,motion_gated_fps,219,0.09727953374385834,5.291691303253174
2026-06-25-05-31-21-497787,64,uniform,219,0.057828743010759354,5.169894695281982
2026-06-25-05-31-21-497787,64,motion_peaks,219,0.10890727490186691,6.1145524978637695
2026-06-25-05-31-21-497787,64,cheap_fps,219,0.054430264979600906,6.2044830322265625
2026-06-25-05-31-21-497787,64,motion_gated_fps,219,0.0665811151266098,6.010394096374512
2026-06-25-05-31-21-497787,2,ORACLE_greedy,219,0.20383475720882416,1.550336241722107
2026-06-25-05-31-21-497787,2,ORACLE_fps,219,0.3079244792461395,1.8972671031951904
2026-06-25-05-31-21-497787,4,ORACLE_greedy,219,0.174883633852005,1.9776813983917236
2026-06-25-05-31-21-497787,4,ORACLE_fps,219,0.2956952452659607,3.3018078804016113
2026-06-25-05-31-21-497787,8,ORACLE_greedy,219,0.1404091864824295,2.7300913333892822
2026-06-25-05-31-21-497787,8,ORACLE_fps,219,0.238580122590065,4.691600322723389
2026-06-25-05-31-21-497787,16,ORACLE_greedy,219,0.10889146476984024,3.55916166305542
2026-06-25-05-31-21-497787,16,ORACLE_fps,219,0.17289358377456665,5.921478271484375
2026-06-25-05-31-21-497787,32,ORACLE_greedy,219,0.07694976031780243,4.40729284286499
2026-06-25-05-31-21-497787,32,ORACLE_fps,219,0.1019761934876442,7.024072647094727
2026-06-25-05-31-21-497787,64,ORACLE_greedy,219,0.04668627306818962,6.167361259460449
2026-06-25-05-31-21-497787,64,ORACLE_fps,219,0.05559922754764557,7.028223514556885
2026-04-20-19-45-35-563547,2,uniform,510,0.31569477915763855,1.694116234779358
2026-04-20-19-45-35-563547,2,motion_peaks,510,0.40387433767318726,1.1887191534042358
2026-04-20-19-45-35-563547,2,cheap_fps,510,0.33672335743904114,1.744747281074524
2026-04-20-19-45-35-563547,2,motion_gated_fps,510,0.215007022023201,1.6029752492904663
2026-04-20-19-45-35-563547,4,uniform,510,0.19812308251857758,2.358588218688965
2026-04-20-19-45-35-563547,4,motion_peaks,510,0.36940544843673706,1.3600049018859863
2026-04-20-19-45-35-563547,4,cheap_fps,510,0.20484749972820282,2.4431822299957275
2026-04-20-19-45-35-563547,4,motion_gated_fps,510,0.18263080716133118,2.1713550090789795
2026-04-20-19-45-35-563547,8,uniform,510,0.1400502771139145,3.187103033065796
2026-04-20-19-45-35-563547,8,motion_peaks,510,0.3133974075317383,1.911629319190979
2026-04-20-19-45-35-563547,8,cheap_fps,510,0.13526731729507446,3.300676107406616
2026-04-20-19-45-35-563547,8,motion_gated_fps,510,0.13170483708381653,3.0963551998138428
2026-04-20-19-45-35-563547,16,uniform,510,0.09494762122631073,3.650442600250244
2026-04-20-19-45-35-563547,16,motion_peaks,510,0.26979368925094604,3.1024951934814453
2026-04-20-19-45-35-563547,16,cheap_fps,510,0.09867330640554428,4.001314163208008
2026-04-20-19-45-35-563547,16,motion_gated_fps,510,0.10127495974302292,3.721888780593872
2026-04-20-19-45-35-563547,32,uniform,510,0.06951691955327988,4.1015543937683105
2026-04-20-19-45-35-563547,32,motion_peaks,510,0.198534294962883,3.966495990753174
2026-04-20-19-45-35-563547,32,cheap_fps,510,0.07375742495059967,4.597675323486328
2026-04-20-19-45-35-563547,32,motion_gated_fps,510,0.07113064080476761,4.452581882476807
2026-04-20-19-45-35-563547,64,uniform,510,0.046579599380493164,4.310681343078613
2026-04-20-19-45-35-563547,64,motion_peaks,510,0.10805917531251907,4.790506362915039
2026-04-20-19-45-35-563547,64,cheap_fps,510,0.050633300095796585,4.903779029846191
2026-04-20-19-45-35-563547,64,motion_gated_fps,510,0.05248843505978584,4.998137474060059
2026-04-20-19-45-35-563547,2,ORACLE_greedy,510,0.17211081087589264,1.5284357070922852
2026-04-20-19-45-35-563547,2,ORACLE_fps,510,0.3849758505821228,1.8819376230239868
2026-04-20-19-45-35-563547,4,ORACLE_greedy,510,0.1328885555267334,2.0474677085876465
2026-04-20-19-45-35-563547,4,ORACLE_fps,510,0.254728227853775,3.038116216659546
2026-04-20-19-45-35-563547,8,ORACLE_greedy,510,0.10210572928190231,2.6964125633239746
2026-04-20-19-45-35-563547,8,ORACLE_fps,510,0.1828814595937729,4.134613990783691
2026-04-20-19-45-35-563547,16,ORACLE_greedy,510,0.07749879360198975,3.2449147701263428
2026-04-20-19-45-35-563547,16,ORACLE_fps,510,0.11862365156412125,5.3086256980896
2026-04-20-19-45-35-563547,32,ORACLE_greedy,510,0.05805611610412598,3.7943875789642334
2026-04-20-19-45-35-563547,32,ORACLE_fps,510,0.08497876673936844,6.024504661560059
2026-04-20-19-45-35-563547,64,ORACLE_greedy,510,0.04079573601484299,4.5856475830078125
2026-04-20-19-45-35-563547,64,ORACLE_fps,510,0.05759653449058533,6.030672073364258
2026-04-19-11-01-13-041432,2,uniform,194,0.3088461458683014,1.6732486486434937
2026-04-19-11-01-13-041432,2,motion_peaks,194,0.39968234300613403,1.3765631914138794
2026-04-19-11-01-13-041432,2,cheap_fps,194,0.3028317987918854,1.7300715446472168
2026-04-19-11-01-13-041432,2,motion_gated_fps,194,0.4142198860645294,1.8784701824188232
2026-04-19-11-01-13-041432,4,uniform,194,0.21941646933555603,2.2709689140319824
2026-04-19-11-01-13-041432,4,motion_peaks,194,0.37576183676719666,2.1613404750823975
2026-04-19-11-01-13-041432,4,cheap_fps,194,0.26759031414985657,2.884605884552002
2026-04-19-11-01-13-041432,4,motion_gated_fps,194,0.29913419485092163,2.783029079437256
2026-04-19-11-01-13-041432,8,uniform,194,0.17863287031650543,3.841562032699585
2026-04-19-11-01-13-041432,8,motion_peaks,194,0.29663899540901184,2.8447487354278564
2026-04-19-11-01-13-041432,8,cheap_fps,194,0.2044251561164856,3.914358377456665
2026-04-19-11-01-13-041432,8,motion_gated_fps,194,0.21497742831707,3.8431835174560547
2026-04-19-11-01-13-041432,16,uniform,194,0.12993179261684418,4.475869655609131
2026-04-19-11-01-13-041432,16,motion_peaks,194,0.2677974998950958,3.8470101356506348
2026-04-19-11-01-13-041432,16,cheap_fps,194,0.15236878395080566,4.685725212097168
2026-04-19-11-01-13-041432,16,motion_gated_fps,194,0.15657836198806763,5.574723243713379
2026-04-19-11-01-13-041432,32,uniform,194,0.08734205365180969,4.970127105712891
2026-04-19-11-01-13-041432,32,motion_peaks,194,0.17861393094062805,5.703950881958008
2026-04-19-11-01-13-041432,32,cheap_fps,194,0.09838704019784927,6.091580867767334
2026-04-19-11-01-13-041432,32,motion_gated_fps,194,0.1205517053604126,6.2081427574157715
2026-04-19-11-01-13-041432,64,uniform,194,0.052613336592912674,5.888298511505127
2026-04-19-11-01-13-041432,64,motion_peaks,194,0.12406099587678909,6.72385311126709
2026-04-19-11-01-13-041432,64,cheap_fps,194,0.05616019293665886,6.93155574798584
2026-04-19-11-01-13-041432,64,motion_gated_fps,194,0.0930582731962204,7.025484561920166
2026-04-19-11-01-13-041432,2,ORACLE_greedy,194,0.23880040645599365,1.3755857944488525
2026-04-19-11-01-13-041432,2,ORACLE_fps,194,0.3433065116405487,1.8444303274154663
2026-04-19-11-01-13-041432,4,ORACLE_greedy,194,0.19886276125907898,2.4708118438720703
2026-04-19-11-01-13-041432,4,ORACLE_fps,194,0.3003522753715515,3.038964033126831
2026-04-19-11-01-13-041432,8,ORACLE_greedy,194,0.15327027440071106,3.2255208492279053
2026-04-19-11-01-13-041432,8,ORACLE_fps,194,0.2659008502960205,4.688540458679199
2026-04-19-11-01-13-041432,16,ORACLE_greedy,194,0.1090255007147789,4.506475448608398
2026-04-19-11-01-13-041432,16,ORACLE_fps,194,0.15695515275001526,6.117249965667725
2026-04-19-11-01-13-041432,32,ORACLE_greedy,194,0.07633413374423981,5.921963214874268
2026-04-19-11-01-13-041432,32,ORACLE_fps,194,0.09874439984560013,7.262990474700928
2026-04-19-11-01-13-041432,64,ORACLE_greedy,194,0.04439515247941017,7.120650768280029
2026-04-19-11-01-13-041432,64,ORACLE_fps,194,0.052699778228998184,7.673901081085205
2026-06-08-15-56-06-314782,2,uniform,423,0.31902778148651123,1.7672820091247559
2026-06-08-15-56-06-314782,2,motion_peaks,423,0.36636918783187866,1.2634191513061523
2026-06-08-15-56-06-314782,2,cheap_fps,423,0.2586419880390167,1.6456971168518066
2026-06-08-15-56-06-314782,2,motion_gated_fps,423,0.25945258140563965,1.64078950881958
2026-06-08-15-56-06-314782,4,uniform,423,0.16223004460334778,2.4361045360565186
2026-06-08-15-56-06-314782,4,motion_peaks,423,0.3188357949256897,1.9182424545288086
2026-06-08-15-56-06-314782,4,cheap_fps,423,0.23080699145793915,2.3421919345855713
2026-06-08-15-56-06-314782,4,motion_gated_fps,423,0.19414599239826202,2.166816234588623
2026-06-08-15-56-06-314782,8,uniform,423,0.1290537416934967,2.9831578731536865
2026-06-08-15-56-06-314782,8,motion_peaks,423,0.2850222587585449,2.4595227241516113
2026-06-08-15-56-06-314782,8,cheap_fps,423,0.14185047149658203,2.717357873916626
2026-06-08-15-56-06-314782,8,motion_gated_fps,423,0.14773793518543243,2.60117506980896
2026-06-08-15-56-06-314782,16,uniform,423,0.09241987019777298,3.133350372314453
2026-06-08-15-56-06-314782,16,motion_peaks,423,0.18375517427921295,2.7519311904907227
2026-06-08-15-56-06-314782,16,cheap_fps,423,0.10961469262838364,3.3781487941741943
2026-06-08-15-56-06-314782,16,motion_gated_fps,423,0.10510706901550293,3.2470364570617676
2026-06-08-15-56-06-314782,32,uniform,423,0.06407304853200912,3.4324498176574707
2026-06-08-15-56-06-314782,32,motion_peaks,423,0.1476309895515442,3.754877805709839
2026-06-08-15-56-06-314782,32,cheap_fps,423,0.07092610001564026,3.8076648712158203
2026-06-08-15-56-06-314782,32,motion_gated_fps,423,0.07772167026996613,3.998030185699463
2026-06-08-15-56-06-314782,64,uniform,423,0.044681403785943985,3.888354539871216
2026-06-08-15-56-06-314782,64,motion_peaks,423,0.1065707579255104,4.073938846588135
2026-06-08-15-56-06-314782,64,cheap_fps,423,0.04858938604593277,4.0355448722839355
2026-06-08-15-56-06-314782,64,motion_gated_fps,423,0.056856583803892136,4.358100891113281
2026-06-08-15-56-06-314782,2,ORACLE_greedy,423,0.15600797533988953,1.337633490562439
2026-06-08-15-56-06-314782,2,ORACLE_fps,423,0.2685483992099762,1.7827553749084473
2026-06-08-15-56-06-314782,4,ORACLE_greedy,423,0.1269870549440384,1.7989715337753296
2026-06-08-15-56-06-314782,4,ORACLE_fps,423,0.23529842495918274,3.0808639526367188
2026-06-08-15-56-06-314782,8,ORACLE_greedy,423,0.1016734391450882,2.0888638496398926
2026-06-08-15-56-06-314782,8,ORACLE_fps,423,0.16976019740104675,4.344362258911133
2026-06-08-15-56-06-314782,16,ORACLE_greedy,423,0.07642915844917297,2.8635780811309814
2026-06-08-15-56-06-314782,16,ORACLE_fps,423,0.12989500164985657,5.325400352478027
2026-06-08-15-56-06-314782,32,ORACLE_greedy,423,0.0547754280269146,3.583214282989502
2026-06-08-15-56-06-314782,32,ORACLE_fps,423,0.0819297581911087,5.445279598236084
2026-06-08-15-56-06-314782,64,ORACLE_greedy,423,0.03784767538309097,4.1099934577941895
2026-06-08-15-56-06-314782,64,ORACLE_fps,423,0.049689605832099915,5.421703338623047
2026-05-12-16-53-58-923327,2,uniform,217,0.1010780856013298,1.4282090663909912
2026-05-12-16-53-58-923327,2,motion_peaks,217,0.1156359314918518,1.1347496509552002
2026-05-12-16-53-58-923327,2,cheap_fps,217,0.07337132096290588,1.2316066026687622
2026-05-12-16-53-58-923327,2,motion_gated_fps,217,0.08286788314580917,1.2318402528762817
2026-05-12-16-53-58-923327,4,uniform,217,0.057308629155159,1.6261992454528809
2026-05-12-16-53-58-923327,4,motion_peaks,217,0.10667772591114044,1.2878987789154053
